us diff,GForcesX_1,GForcesY_1,GForcesZ_1,Temp1,GForcesX_2,GForcesY_2,GForcesZ_2,Temp2
2101,-1.147705,0.945801,1.388916,23.027060,-1.070068,-0.109375,1.356445,31.638823
1863,-1.129150,0.939209,1.384033,23.074118,-1.072266,-0.165771,1.364502,31.591764
5155,-1.145752,0.939209,1.381836,23.027060,-1.073975,-0.097412,1.356934,31.638823
3806,-1.140137,0.939453,1.379883,23.121176,-1.069336,-0.061279,1.368896,31.638823
5423,-1.147217,0.936279,1.383545,23.027060,-1.067627,-0.247070,1.352051,31.732941
1894,-1.143311,0.933594,1.383789,22.980000,-1.063721,-0.292969,1.362549,31.591764
2526,-1.142334,0.935791,1.388672,23.027060,-1.069336,-0.308350,1.351807,31.685883
1830,-1.151855,0.944824,1.380371,23.074118,-1.068359,-0.341064,1.353516,31.685883
1832,-1.145264,0.926514,1.391113,23.074118,-1.066406,-0.341797,1.359131,31.638823
1859,-1.146729,0.937744,1.391113,23.074118,-1.073730,-0.231445,1.361816,31.685883
1868,-1.144043,0.937500,1.387451,23.027060,-1.076416,-0.332031,1.357666,31.685883
111278,-1.149414,0.932617,1.379395,23.168236,-1.071533,-0.310791,1.360352,31.591764
1961,-1.145264,0.941406,1.380859,23.685883,-1.075928,-0.272949,1.363037,31.638823
1906,-1.147949,0.937256,1.385498,23.685883,-1.072510,-0.438965,1.353516,31.591764
2050,-1.145020,0.938965,1.381104,23.074118,-1.072266,-0.201172,1.353027,31.591764
1912,-1.145508,0.939209,1.387939,23.074118,-1.064453,-0.056641,1.361328,31.544706
2763,-1.147461,0.937988,1.384033,23.121176,-1.069580,-0.226562,1.359619,31.638823
1865,-1.140381,0.938721,1.386230,23.027060,-1.070557,-0.208496,1.363281,31.591764
3262,-1.150146,0.938965,1.387207,23.027060,-1.065918,-0.091064,1.360840,31.638823
1904,-1.145508,0.942871,1.384277,23.121176,-1.072510,-0.313232,1.365967,31.591764
2340,-1.145996,0.937744,1.391113,23.074118,-1.069092,-0.090088,1.364258,31.544706
1835,-1.146484,0.938721,1.396729,23.074118,-1.065674,-0.110352,1.352539,31.591764
1943,-1.147217,0.938965,1.390137,23.074118,-1.066650,-0.186279,1.360840,31.638823
2389,-1.145752,0.943848,1.377197,23.027060,-1.066162,-0.382324,1.362793,31.591764
1872,-1.151367,0.941650,1.377441,23.685883,-1.074463,-0.285400,1.355225,31.591764
2569,-1.145508,0.942627,1.375244,23.027060,-1.067139,-0.345215,1.354736,31.638823
1843,-1.144775,0.936768,1.381104,23.074118,-1.072754,-0.204834,1.367188,31.497646
2232,-1.150146,0.940430,1.380859,23.027060,-1.063965,-0.313965,1.360352,31.591764
1851,-1.144775,0.939453,1.384277,22.227058,-1.070312,-0.321045,1.362061,31.638823
1967,-1.146240,0.939941,1.380127,23.074118,-1.065430,-0.462646,1.361084,31.591764
1859,-1.141357,0.947754,1.390137,22.980000,-1.066895,-0.335205,1.354248,31.685883
2076,-1.145264,0.939941,1.385498,23.074118,-1.084961,-0.384277,1.361328,31.685883
2360,-1.147705,0.935547,1.388184,23.027060,-1.078369,-0.405518,1.359863,31.591764
1868,-1.150879,0.936523,1.377197,23.121176,-1.070557,-0.256836,1.358154,31.685883
2348,-1.144775,0.939697,1.384033,23.168236,-1.069580,-0.227783,1.358887,31.544706
2067,-1.145020,0.941895,1.386963,23.074118,-1.073242,-0.273926,1.359131,31.544706
2050,-1.141602,0.934326,1.385742,22.980000,-1.066162,-0.297119,1.358398,31.638823
3039,-1.146729,0.941895,1.381104,23.121176,-1.069824,-0.135986,1.358398,31.638823
2709,-1.142822,0.937500,1.380371,23.027060,-1.081299,-0.072754,1.354248,31.685883
1997,-1.144043,0.938232,1.394287,23.121176,-1.070312,-0.118896,1.350586,31.544706
1863,-1.144043,0.939697,1.386475,22.980000,-1.072754,-0.341797,1.353760,31.544706
2175,-1.147461,0.937744,1.385010,23.121176,-1.069580,-0.452637,1.358887,31.638823
1823,-1.140625,0.950928,1.387207,23.074118,-1.070557,-0.363281,1.355713,31.544706
2424,-1.154053,0.939697,1.379639,22.227058,-1.069824,-0.191162,1.358643,31.685883
4437,-1.143799,0.932617,1.384277,23.074118,-1.072021,-0.417480,1.362061,31.638823
2202,-1.146973,0.943848,1.386719,23.074118,-1.070068,-0.274902,1.360596,31.544706
1588,-1.141846,0.937744,1.383545,23.074118,-1.072754,-0.347656,1.358643,31.591764
1939,-1.147461,0.937012,1.386963,23.027060,-1.067383,-0.314209,1.359619,31.497646
2747,-1.153320,0.939697,1.374756,23.074118,-1.071045,-0.272705,1.355469,31.591764
1932,-1.145752,0.925293,1.377930,23.121176,-1.070312,-0.270264,1.353516,31.497646
3212,-1.144287,0.944336,1.384521,23.027060,-1.072754,-0.357178,1.355713,31.544706
1902,-1.144287,0.942139,1.381836,22.227058,-1.063232,-0.369873,1.358887,31.638823
2134,-1.137695,0.936768,1.382080,23.074118,-1.076904,-0.470947,1.362061,31.450588
1851,-1.150146,0.935303,1.384521,23.121176,-1.057129,-0.375732,1.354248,31.544706
2182,-1.146973,0.937744,1.386230,23.027060,-1.072266,-0.330322,1.360352,31.638823
1585,-1.148193,0.941895,1.386963,23.121176,-1.065186,-0.345703,1.352539,31.591764
1886,-1.145020,0.940918,1.385742,23.121176,-1.067871,-0.279297,1.362305,31.544706
1839,-1.143066,0.941895,1.389404,23.121176,-1.079102,-0.365723,1.364502,31.544706
1921,-1.144775,0.939209,1.390869,23.027060,-1.062744,-0.135010,1.366211,31.450588
2214,-1.141602,0.941406,1.382080,23.027060,-1.074707,-0.351074,1.365234,31.591764
2543,-1.143066,0.943604,1.387695,22.980000,-1.065186,-0.148193,1.351807,31.544706
3168,-1.146729,0.939453,1.380371,23.074118,-1.074463,-0.189697,1.354736,31.591764
2105,-1.145996,0.941406,1.389404,23.027060,-1.070557,-0.186035,1.364502,31.450588
1838,-1.145996,0.942871,1.388672,23.027060,-1.066650,-0.221680,1.362549,31.544706
1931,-1.149658,0.943604,1.387695,23.121176,-1.066895,-0.088867,1.356201,31.544706
4864,-1.141113,0.939209,1.383301,23.074118,-1.065918,-0.459717,1.360352,31.497646
2196,-1.147217,0.947266,1.393799,23.074118,-1.073975,-0.409424,1.356445,31.450588
1840,-1.146240,0.936768,1.400879,22.980000,-1.066895,-0.412109,1.356201,31.544706
1634,-1.142334,0.941650,1.387695,23.027060,-1.076172,-0.281738,1.354980,31.497646
1991,-1.148193,0.938477,1.380859,22.980000,-1.065186,-0.181885,1.366699,31.591764
1800,-1.145752,0.939941,1.383545,23.121176,-1.072510,-0.334473,1.353027,31.497646
1910,-1.140137,0.935791,1.384521,23.027060,-1.071777,-0.275391,1.356934,31.591764
1812,-1.139404,0.940186,1.369873,23.027060,-1.070801,-0.192383,1.359863,31.544706
2374,-1.145752,0.936768,1.383057,23.027060,-1.071045,-0.303955,1.359863,31.450588
1923,-1.145264,0.945312,1.385986,23.027060,-1.074219,-0.420166,1.358643,31.403530
2013,-1.147949,0.938477,1.391113,23.027060,-1.069092,-0.326172,1.362305,31.497646
1834,-1.149902,0.942871,1.386475,23.074118,-1.068359,-0.302734,1.351807,31.591764
2342,-1.143311,0.937500,1.382568,23.074118,-1.069824,-0.353271,1.363525,31.450588
1910,-1.140381,0.939941,1.381592,23.027060,-1.067871,-0.344238,1.343018,31.403530
2716,-1.149170,0.939697,1.382568,23.074118,-1.070557,-0.490234,1.366943,31.497646
1826,-1.147217,0.945801,1.386963,23.074118,-1.068359,-0.457275,1.367432,31.497646
2831,-1.143066,0.935791,1.389404,23.074118,-1.071533,-0.513428,1.373291,31.356470
1841,-1.148193,0.938721,1.382080,23.027060,-1.068359,-0.343994,1.349854,31.497646
2570,-1.145264,0.941895,1.378418,22.980000,-1.071289,-0.384033,1.358154,31.450588
1820,-1.147705,0.925781,1.390869,23.121176,-1.062012,-0.347900,1.362061,31.497646
2764,-1.142090,0.943604,1.385010,23.074118,-1.075439,-0.346680,1.365234,31.450588
1900,-1.140625,0.936768,1.382080,23.027060,-1.071533,-0.360840,1.364014,31.450588
1894,-1.140625,0.939697,1.392090,23.685883,-1.066406,-0.233887,1.357422,31.403530
1907,-1.141846,0.942383,1.396973,23.074118,-1.071289,-0.353516,1.354492,31.497646
1860,-1.150146,0.939209,1.379639,22.980000,-1.070557,-0.469238,1.352295,31.497646
2791,-1.145020,0.937988,1.382568,23.074118,-1.064453,-0.274658,1.366211,31.403530
2077,-1.152832,0.937256,1.388428,23.074118,-1.071045,-0.346436,1.347656,31.450588
2718,-1.142334,0.939941,1.383545,23.121176,-1.061035,-0.290283,1.361572,31.450588
1834,-1.146484,0.933838,1.390625,23.027060,-1.070068,-0.235107,1.359375,31.356470
2278,-1.146484,0.940674,1.388672,23.074118,-1.070557,-0.142578,1.364014,31.403530
1847,-1.145020,0.936279,1.381104,22.980000,-1.067139,-0.400391,1.355469,31.450588
1933,-1.144775,0.937012,1.383789,23.121176,-1.067383,-0.330322,1.355469,31.356470
2008,-1.143066,0.943359,1.393311,23.074118,-1.069824,-0.304688,1.358154,31.403530
1970,-1.140869,0.939209,1.384277,23.027060,-1.061768,-0.331543,1.359863,31.450588
2026,-1.142334,0.940918,1.386475,23.074118,-1.078125,-0.462891,1.353516,31.356470
1980,-1.142090,0.942139,1.385254,23.027060,-1.066895,-0.402344,1.354492,31.403530
1583,-1.150146,0.936279,1.386230,22.980000,-1.068115,-0.415527,1.362305,31.544706
1882,-1.142578,0.944092,1.386963,23.074118,-1.072021,-0.374268,1.354004,31.356470
12389,-1.138184,0.937256,1.388184,23.121176,-1.071289,-0.266357,1.351318,31.356470
1832,-1.148193,0.943115,1.381592,23.074118,-1.066162,-0.430664,1.358154,31.403530
5293,-1.144775,0.937500,1.385010,23.074118,-1.053467,-0.359619,1.368408,31.450588
12197,-1.140137,0.937744,1.388672,23.027060,-1.070068,-0.540283,1.349121,31.450588
2106,-1.144775,0.938232,1.382812,23.121176,-1.076416,-0.429199,1.365967,31.450588
2647,-1.156006,0.938232,1.390869,23.074118,-1.069092,-0.437256,1.355225,31.356470
3874,-1.143311,0.933838,1.390137,23.074118,-1.067383,-0.368408,1.347656,31.356470
1601,-1.147705,0.944336,1.390137,23.074118,-1.092529,-0.490234,1.360596,31.403530
1841,-1.149414,0.940918,1.382568,23.074118,-1.072021,-0.548096,1.359375,31.450588
1993,-1.142090,0.940674,1.386475,23.074118,-1.065186,-0.486816,1.354980,31.403530
2482,-1.148438,0.944580,1.379883,23.027060,-1.085449,-0.515625,1.359863,31.403530
1891,-1.146484,0.946777,1.384766,22.980000,-1.058594,-0.403320,1.360107,31.403530
1904,-1.144043,0.943115,1.383789,22.980000,-1.072266,-0.468994,1.360352,31.497646
2139,-1.143799,0.941406,1.387695,23.074118,-1.072754,-0.545898,1.355469,31.356470
2624,-1.144287,0.941162,1.390625,22.980000,-1.067871,-0.414307,1.373535,31.450588
2199,-1.146973,0.952637,1.387207,23.685883,-1.064697,-0.417725,1.354248,31.403530
6511,-1.145996,0.942139,1.378906,23.168236,-1.067871,-0.358154,1.354004,31.356470
2741,-1.144043,0.940674,1.393799,23.121176,-1.066162,-0.368408,1.355469,31.450588
1824,-1.141113,0.942627,1.389160,22.980000,-1.066895,-0.372559,1.364014,31.356470
1868,-1.145020,0.942871,1.379395,23.121176,-1.071533,-0.449463,1.351807,31.356470
2267,-1.130859,0.935303,1.382812,23.074118,-1.058350,-0.262695,1.351807,31.356470
1843,-1.145020,0.932373,1.387939,23.027060,-1.073242,-0.318604,1.353760,31.403530
2393,-1.144775,0.938965,1.386230,23.074118,-1.068359,-0.329102,1.360840,31.497646
1869,-1.142822,0.938721,1.385742,22.980000,-1.074463,-0.430420,1.357666,31.403530
2964,-1.146729,0.939209,1.384033,23.121176,-1.062500,-0.469971,1.350098,31.356470
1845,-1.146729,0.934326,1.386475,22.227058,-1.063721,-0.481689,1.360352,31.450588
2022,-1.145020,0.942627,1.382812,23.685883,-1.073975,-0.359375,1.355469,31.403530
2148,-1.145996,0.937500,1.386719,22.980000,-1.067627,-0.360596,1.352539,31.403530
2143,-1.139404,0.943359,1.392090,23.074118,-1.077637,-0.406494,1.363281,31.403530
2239,-1.141602,0.950195,1.386475,23.074118,-1.065918,-0.364746,1.363770,31.497646
2000,-1.145020,0.934570,1.386719,23.027060,-1.075684,-0.419678,1.352539,31.309412
2135,-1.127441,0.941895,1.376709,23.074118,-1.073730,-0.379150,1.363525,31.403530
1898,-1.149658,0.940674,1.384033,22.885883,-1.076904,-0.466797,1.358643,31.356470
2595,-1.144043,0.942871,1.389648,23.121176,-1.077148,-0.403076,1.355225,31.356470
1849,-1.142578,0.943115,1.378662,22.980000,-1.064941,-0.338623,1.351807,31.403530
2001,-1.143555,0.937988,1.397461,23.027060,-1.069824,-0.361328,1.354004,31.497646
2426,-1.143799,0.941895,1.377686,23.121176,-1.066895,-0.275146,1.358154,31.356470
1909,-1.147461,0.938965,1.375977,23.027060,-1.068359,-0.402100,1.357178,31.309412
2348,-1.146484,0.936279,1.384521,23.121176,-1.065186,-0.289795,1.368164,31.262352
2784,-1.140381,0.936523,1.387695,23.027060,-1.064453,-0.202393,1.364990,31.356470
1923,-1.144531,0.940430,1.384766,23.685883,-1.060547,-0.177246,1.351562,31.309412
2279,-1.145264,0.940430,1.390625,23.027060,-1.071289,-0.231934,1.366699,31.356470
1836,-1.145508,0.939453,1.385498,23.074118,-1.070801,-0.279053,1.357910,31.356470
1898,-1.147217,0.941162,1.377197,22.980000,-1.071045,-0.066895,1.352783,31.403530
1862,-1.142578,0.939209,1.396240,23.027060,-1.073486,-0.125977,1.362793,31.356470
1989,-1.143799,0.947510,1.386963,23.027060,-1.068359,-0.092773,1.360596,31.403530
2474,-1.145020,0.935303,1.390625,22.980000,-1.042725,-0.197266,1.365479,31.309412
1825,-1.148926,0.938232,1.389648,23.121176,-1.088623,-0.107910,1.345215,31.309412
1977,-1.146484,0.937500,1.385254,23.074118,-1.048828,-0.087402,1.371826,31.262352
1852,-1.140869,0.934814,1.394287,22.227058,-1.086670,-0.213867,1.353516,31.309412
2347,-1.143066,0.942139,1.394043,22.980000,-1.071533,-0.292480,1.364990,31.403530
1936,-1.140137,0.940430,1.380371,23.074118,-1.081787,-0.000000,1.359131,31.403530
2025,-1.144287,0.947510,1.378418,23.027060,-1.065186,-0.149902,1.356689,31.403530
1906,-1.149658,0.937988,1.385742,23.074118,-1.065186,-0.064697,1.349854,31.215294
1802,-1.144775,0.939941,1.378418,22.980000,-1.062500,-0.055908,1.358643,31.309412
2244,-1.147461,0.941895,1.386475,23.027060,-1.064697,-0.166992,1.355713,31.356470
1800,-1.147705,0.936035,1.382080,23.074118,-1.070557,-0.254639,1.359619,31.309412
1989,-1.144287,0.938721,1.385498,23.027060,-1.066406,-0.115234,1.361328,31.968235
2089,-1.150879,0.938965,1.391846,23.027060,-1.069580,-0.224609,1.347168,31.356470
2725,-1.149170,0.939209,1.379639,23.685883,-1.071289,-0.061523,1.356689,31.403530
1856,-1.143066,0.940430,1.383057,23.074118,-1.070068,-0.087402,1.358398,31.309412
2223,-1.143311,0.942383,1.385010,22.980000,-1.070801,-0.144531,1.358887,30.509411
1843,-1.147461,0.943848,1.379395,23.027060,-1.068848,-0.219482,1.363037,31.262352
1957,-1.142090,0.940918,1.391602,22.227058,-1.068115,-0.131592,1.359131,31.356470
1992,-1.148926,0.941406,1.387695,22.980000,-1.072021,-0.096924,1.356934,31.403530
1989,-1.150146,0.937988,1.379883,23.027060,-1.066895,-0.153564,1.358887,31.309412
2179,-1.145508,0.933838,1.386719,23.027060,-1.069824,-0.273193,1.355713,31.356470
1830,-1.140137,0.938477,1.390381,23.074118,-1.069092,-0.153564,1.369141,31.356470
1990,-1.142822,0.942139,1.381592,23.027060,-1.066406,-0.170654,1.352295,31.309412
1849,-1.148682,0.937256,1.388428,23.074118,-1.077637,-0.130371,1.362061,31.356470
2238,-1.143311,0.940430,1.392578,23.074118,-1.073486,-0.086914,1.366455,31.968235
1940,-1.143799,0.939453,1.381104,23.685883,-1.066162,-0.123779,1.353516,31.309412
2068,-1.148682,0.937988,1.385742,23.074118,-1.067139,-0.105469,1.356201,31.968235
1938,-1.146973,0.942383,1.386230,22.980000,-1.072021,-0.136475,1.354492,31.262352
1951,-1.143555,0.939697,1.378906,23.074118,-1.071777,-0.216309,1.364014,31.309412
13137,-1.141846,0.935303,1.373535,23.027060,-1.072510,-0.175049,1.364990,31.262352
1846,-1.142578,0.940430,1.391113,23.027060,-1.069336,-0.000000,1.359619,31.168236
3218,-1.141846,0.933838,1.396729,22.932941,-1.074707,-0.023193,1.364014,31.215294
2221,-1.150391,0.940674,1.381836,23.027060,-1.066650,-0.000000,1.358643,31.356470
2027,-1.147461,0.941895,1.390381,23.074118,-1.071289,-0.000000,1.360352,31.309412
1928,-1.144531,0.930908,1.391846,23.027060,-1.069824,-0.017334,1.361328,31.309412
1980,-1.147461,0.942383,1.385742,23.074118,-1.071533,-0.131592,1.358398,31.968235
2757,-1.145996,0.942627,1.391113,23.027060,-1.065674,-0.050293,1.350342,31.215294
1830,-1.148193,0.939209,1.380371,22.980000,-1.074219,-0.093750,1.356201,31.309412
1998,-1.148926,0.938721,1.378906,23.074118,-1.075684,-0.157227,1.348389,31.215294
2106,-1.149170,0.944092,1.383301,23.027060,-1.070068,-0.199463,1.356689,31.356470
2684,-1.150879,0.939453,1.390869,23.027060,-1.070801,-0.084229,1.356689,31.309412
1904,-1.142822,0.939941,1.381592,22.980000,-1.063965,-0.077881,1.353027,31.309412
2097,-1.147217,0.942871,1.383545,22.980000,-1.065674,-0.187744,1.344727,31.215294
2000,-1.147949,0.942871,1.384521,23.027060,-1.072021,-0.209717,1.353760,31.968235
1932,-1.142822,0.944580,1.383301,23.121176,-1.056641,-0.014160,1.362061,30.509411
2694,-1.143311,0.935303,1.385010,23.074118,-1.073242,-0.359619,1.352539,31.168236
1829,-1.146973,0.942627,1.382568,23.121176,-1.065186,-0.303467,1.350586,31.262352
2549,-1.145996,0.938477,1.391357,22.980000,-1.069092,-0.312744,1.353516,31.215294
1871,-1.149170,0.938477,1.382080,23.027060,-1.066650,-0.322510,1.355713,31.168236
2012,-1.142090,0.937256,1.386475,23.074118,-1.068848,-0.542236,1.359863,31.168236
1849,-1.142578,0.938232,1.389893,23.074118,-1.049072,-0.392334,1.357666,31.215294
1856,-1.150635,0.941895,1.380371,23.074118,-1.066406,-0.191162,1.352783,30.556471
2419,-1.143799,0.930908,1.383057,23.074118,-1.071777,-0.088623,1.354248,31.309412
1841,-1.144775,0.942139,1.395264,23.074118,-1.066895,-0.323486,1.356689,31.168236
2512,-1.146973,0.943604,1.373291,22.980000,-1.058838,-0.341309,1.363281,31.356470
1827,-1.141846,0.943604,1.388672,22.980000,-1.062256,-0.389648,1.356201,31.968235
1879,-1.144287,0.939697,1.382568,23.074118,-1.060547,-0.229248,1.364014,30.509411
1872,-1.147217,0.941406,1.388672,23.074118,-1.065918,-0.333008,1.360840,31.215294
1602,-1.150391,0.940186,1.385254,23.074118,-1.068359,-0.424805,1.351074,31.121176
4091,-1.148193,0.940186,1.389648,23.074118,-1.064453,-0.447998,1.356689,30.509411
2992,-1.143555,0.936279,1.379395,23.121176,-1.067627,-0.479004,1.358887,31.215294
1869,-1.142090,0.940674,1.388672,23.121176,-1.067139,-0.391113,1.354980,31.215294
2162,-1.148682,0.939453,1.382324,22.980000,-1.070068,-0.332031,1.370850,31.309412
2009,-1.147217,0.937744,1.381348,23.027060,-1.070557,-0.312256,1.357910,31.215294
1816,-1.143066,0.937988,1.388184,23.121176,-1.083984,-0.286377,1.360107,31.168236
1949,-1.146729,0.938721,1.378906,23.685883,-1.067383,-0.381836,1.355225,31.215294
1862,-1.144287,0.937012,1.385742,23.074118,-1.071045,-0.410156,1.356689,31.215294
2643,-1.148438,0.939209,1.381348,22.227058,-1.070068,-0.368652,1.364502,31.168236
1822,-1.148193,0.941650,1.387939,23.074118,-1.075684,-0.406982,1.364014,31.168236
2619,-1.148193,0.937744,1.390381,22.885883,-1.069824,-0.301758,1.355225,31.215294
1845,-1.140625,0.942871,1.380615,23.027060,-1.067871,-0.292725,1.360596,31.121176
2020,-1.138916,0.937012,1.384521,23.074118,-1.063232,-0.360352,1.352783,31.121176
1906,-1.145508,0.941162,1.391602,23.074118,-1.069580,-0.277344,1.359375,31.262352
1895,-1.144043,0.941650,1.377930,23.027060,-1.075684,-0.334717,1.351562,31.168236
2476,-1.150391,0.944092,1.392578,23.027060,-1.072510,-0.280029,1.346436,31.215294
2036,-1.142578,0.943848,1.388428,22.227058,-1.070312,-0.060791,1.347656,31.309412
2684,-1.144775,0.937256,1.386475,23.027060,-1.062988,-0.186035,1.364014,31.121176
1865,-1.145508,0.940674,1.379639,22.980000,-1.063721,-0.220703,1.358887,30.509411
2583,-1.144287,0.943848,1.391357,23.074118,-1.072510,-0.307129,1.348145,31.309412
1837,-1.142090,0.941406,1.376953,23.074118,-1.068115,-0.200195,1.350830,30.509411
1975,-1.143555,0.936523,1.385742,22.980000,-1.071045,-0.335205,1.360352,31.215294
5393,-1.145996,0.937744,1.383545,23.074118,-1.073486,-0.198975,1.353516,31.168236
2676,-1.143311,0.948730,1.385986,23.027060,-1.074951,-0.182373,1.363037,30.509411
2050,-1.148682,0.938232,1.388672,23.074118,-1.061035,-0.058838,1.354736,31.215294
2203,-1.144043,0.935791,1.383545,23.074118,-1.072754,-0.196533,1.357910,31.168236
2055,-1.147949,0.938477,1.380615,23.121176,-1.073975,-0.190430,1.356934,31.215294
2021,-1.146484,0.941895,1.394043,23.027060,-1.069092,-0.324219,1.353271,31.215294
2411,-1.143799,0.940186,1.376709,23.027060,-1.063965,-0.228271,1.355225,31.215294
1996,-1.147217,0.934814,1.379639,22.980000,-1.070557,-0.162354,1.364746,31.168236
2500,-1.152100,0.942871,1.395996,23.121176,-1.068604,-0.148193,1.359131,31.074118
1942,-1.141846,0.935791,1.385742,23.074118,-1.065918,-0.119141,1.359131,31.921177
3171,-1.146240,0.944336,1.391357,23.074118,-1.075684,-0.308350,1.362549,31.215294
1868,-1.142334,0.942627,1.378662,23.027060,-1.064453,-0.033936,1.359619,31.215294
2308,-1.145264,0.937744,1.385986,22.980000,-1.067383,-0.070801,1.356445,30.509411
2047,-1.143066,0.937012,1.388672,23.685883,-1.067383,-0.098633,1.362061,31.309412
5464,-1.145508,0.935547,1.386230,23.027060,-1.072754,-0.000000,1.355225,31.215294
1919,-1.147705,0.944580,1.387451,23.027060,-1.062988,-0.105957,1.357666,31.168236
1810,-1.141113,0.935303,1.388916,22.980000,-1.067139,-0.010986,1.357910,31.968235
1725,-1.145020,0.941650,1.395752,22.980000,-1.065186,-0.136963,1.356201,31.121176
1645,-1.139160,0.941162,1.379395,23.074118,-1.062744,-0.279785,1.356689,30.509411
2095,-1.135010,0.944336,1.385010,23.027060,-1.067871,-0.290283,1.361328,31.215294
1766,-1.145020,0.940918,1.376953,23.121176,-1.070557,-0.361816,1.363525,31.121176
1838,-1.139648,0.937744,1.382568,23.074118,-1.061523,-0.474121,1.353271,30.509411
1767,-1.148193,0.939941,1.380859,23.121176,-1.061035,-0.380371,1.360840,31.168236
1739,-1.146973,0.943115,1.390137,23.685883,-1.067139,-0.168701,1.358887,31.121176
1895,-1.146240,0.937012,1.385986,23.074118,-1.064209,-0.267090,1.357666,31.168236
3056,-1.144531,0.939453,1.384033,23.074118,-1.072266,-0.195312,1.361816,31.121176
2750,-1.150635,0.933105,1.384766,23.074118,-1.069824,-0.284180,1.361572,31.121176
2222,-1.149902,0.931152,1.387207,23.027060,-1.063721,-0.280273,1.344238,31.168236
1807,-1.140137,0.936768,1.383789,23.168236,-1.074219,-0.496582,1.360107,31.168236
2042,-1.144531,0.922852,1.388916,22.980000,-1.069092,-0.339111,1.345703,31.215294
2004,-1.142578,0.939209,1.383545,22.980000,-1.065430,-0.509766,1.352783,31.121176
2519,-1.145020,0.941406,1.379639,23.027060,-1.065186,-0.394531,1.355713,31.168236
2412,-1.142334,0.940674,1.396240,22.980000,-1.067139,-0.306885,1.362793,31.121176
1886,-1.141846,0.943115,1.381836,23.121176,-1.075928,-0.392334,1.364014,31.027060
2550,-1.147705,0.937988,1.382324,22.980000,-1.070557,-0.503174,1.361328,31.168236
1823,-1.144531,0.936768,1.388916,23.027060,-1.069580,-0.364990,1.352051,31.121176
6320,-1.149414,0.940918,1.378662,23.074118,-1.066162,-0.500977,1.369873,31.168236
1920,-1.145508,0.938721,1.389160,23.074118,-1.071045,-0.154785,1.356445,31.215294
2802,-1.147461,0.942139,1.381348,23.074118,-1.067871,-0.262451,1.358154,31.121176
1858,-1.139648,0.941650,1.376465,23.074118,-1.067139,-0.312012,1.372559,31.215294
3053,-1.143311,0.940186,1.383301,23.027060,-1.063721,-0.468750,1.354980,31.215294
1945,-1.147461,0.939209,1.388184,22.980000,-1.071045,-0.387939,1.343018,31.121176
1893,-1.147705,0.943115,1.385010,23.027060,-1.062500,-0.397461,1.361572,31.168236
2672,-1.144043,0.941162,1.387451,23.027060,-1.068604,-0.416504,1.351074,31.968235
1664,-1.149658,0.940918,1.383057,23.027060,-1.071045,-0.534180,1.361328,31.074118
1697,-1.147217,0.938477,1.380371,23.121176,-1.069580,-0.260986,1.351318,31.168236
1958,-1.142822,0.941162,1.378662,22.980000,-1.075195,-0.375977,1.347656,31.121176
1551,-1.135742,0.939941,1.396240,23.027060,-1.067383,-0.278320,1.356201,31.168236
1682,-1.138672,0.944824,1.382324,23.027060,-1.060547,-0.468750,1.360840,31.121176
1983,-1.145996,0.942139,1.387207,23.074118,-1.080078,-0.364502,1.362793,31.074118
1996,-1.147461,0.938965,1.399170,23.121176,-1.073730,-0.389648,1.354736,31.121176
1921,-1.149414,0.937012,1.386963,22.885883,-1.067627,-0.341064,1.352539,31.168236
2020,-1.139404,0.941162,1.386230,23.027060,-1.064453,-0.423340,1.360596,31.074118
1983,-1.141113,0.937500,1.383789,22.980000,-1.064453,-0.346924,1.346680,31.074118
1835,-1.142090,0.933838,1.386719,23.074118,-1.069580,-0.477539,1.362061,31.121176
2249,-1.143311,0.939453,1.377197,22.980000,-1.068359,-0.409668,1.361816,31.121176
1896,-1.148193,0.944336,1.391357,22.932941,-1.067871,-0.454346,1.354492,31.074118
3128,-1.145020,0.947998,1.383789,23.685883,-1.069824,-0.343994,1.351318,31.027060
1848,-1.141602,0.939453,1.384277,23.121176,-1.066650,-0.335938,1.354736,31.074118
2322,-1.144287,0.937500,1.385254,22.980000,-1.076660,-0.463135,1.366699,31.121176
1901,-1.152588,0.940674,1.387207,23.168236,-1.073486,-0.337402,1.351807,31.121176
2022,-1.145020,0.937988,1.376221,23.074118,-1.075195,-0.376465,1.349609,31.121176
2541,-1.142578,0.938477,1.375732,23.027060,-1.069824,-0.313965,1.344482,31.027060
1949,-1.141113,0.935303,1.381104,23.074118,-1.065918,-0.283936,1.345703,31.074118
2244,-1.149902,0.941162,1.392334,23.074118,-1.066650,-0.328125,1.355225,31.121176
1906,-1.140381,0.952637,1.385742,23.027060,-1.074219,-0.493408,1.360840,31.121176
3046,-1.141113,0.927490,1.391113,23.027060,-1.072998,-0.291992,1.375000,31.074118
1875,-1.152588,0.946289,1.373535,23.074118,-1.065674,-0.208740,1.364014,31.168236
2372,-1.135498,0.926514,1.383057,22.980000,-1.071289,-0.241211,1.347412,31.074118
1965,-1.129639,0.951416,1.370361,23.074118,-1.067139,-0.318115,1.354004,31.121176
1867,-1.152588,0.943359,1.389160,23.074118,-1.059326,-0.369629,1.361084,31.074118
1866,-1.145508,0.945312,1.385010,23.074118,-1.063477,-0.073486,1.351562,31.027060
