us diff,GForcesX_1,GForcesY_1,GForcesZ_1,Temp1,GForcesX_2,GForcesY_2,GForcesZ_2,Temp2
2042,-1.147705,0.943359,1.366211,22.980000,-1.110596,-0.467285,1.375244,32.062351
1839,-1.146729,0.939941,1.394287,23.027060,-1.107666,-0.505127,1.372070,32.156471
2378,-1.144287,0.942627,1.389893,23.074118,-1.110352,-0.525635,1.381348,32.203529
1865,-1.138916,0.942383,1.391846,23.027060,-1.105957,-0.470703,1.374756,32.156471
2024,-1.140869,0.936279,1.386963,22.980000,-1.112305,-0.392334,1.373535,32.062351
1820,-1.149170,0.952148,1.375732,22.980000,-1.104004,-0.326416,1.379150,32.156471
2433,-1.144287,0.934326,1.383057,23.121176,-1.110840,-0.353027,1.388672,32.203529
1856,-1.142090,0.935303,1.382080,23.027060,-1.110596,-0.403809,1.368896,32.156471
1942,-1.147217,0.937988,1.388672,23.027060,-1.101562,-0.434814,1.379150,32.250587
2058,-1.147949,0.927734,1.386230,23.074118,-1.102051,-0.267822,1.376709,32.156471
2004,-1.138916,0.943115,1.383545,23.074118,-1.093994,-0.274170,1.376465,32.156471
1843,-1.145020,0.941895,1.386963,23.121176,-1.114746,-0.231201,1.374756,32.156471
2106,-1.145996,0.942383,1.382812,22.980000,-1.112305,-0.347168,1.375732,32.062351
1918,-1.146484,0.939697,1.390137,23.027060,-1.108887,-0.434326,1.374756,32.156471
1949,-1.149170,0.937500,1.380615,22.980000,-1.105713,-0.399902,1.385742,32.156471
2264,-1.147949,0.934814,1.388428,23.027060,-1.108887,-0.296875,1.366211,32.156471
1864,-1.145752,0.947021,1.385498,22.980000,-1.106689,-0.383301,1.367432,32.203529
2261,-1.145996,0.940186,1.390381,23.027060,-1.112305,-0.195068,1.366455,32.156471
1894,-1.140137,0.940186,1.388916,23.168236,-1.106201,-0.315430,1.375732,32.203529
1827,-1.150146,0.940918,1.386719,23.074118,-1.114258,-0.226562,1.379395,32.250587
2003,-1.141357,0.939453,1.387695,23.027060,-1.103027,-0.282959,1.364258,32.203529
1893,-1.141846,0.953125,1.382080,22.227058,-1.105957,-0.270996,1.373291,32.203529
1844,-1.146240,0.943604,1.382568,23.685883,-1.103271,-0.338623,1.380371,32.109413
2187,-1.145752,0.935303,1.384277,23.074118,-1.107422,-0.222412,1.375244,32.203529
1872,-1.138428,0.941162,1.389648,23.027060,-1.110596,-0.259521,1.368652,32.250587
2244,-1.140869,0.939209,1.387207,22.932941,-1.109619,-0.339600,1.389160,32.109413
2029,-1.155273,0.938477,1.388184,23.027060,-1.108643,-0.232178,1.382324,32.156471
2308,-1.149170,0.944092,1.388916,22.980000,-1.104492,-0.212646,1.371338,32.203529
1853,-1.147461,0.939697,1.387207,23.074118,-1.104980,-0.132080,1.369141,32.203529
2117,-1.151855,0.941406,1.382568,22.980000,-1.098145,-0.178955,1.380127,32.203529
1867,-1.142334,0.944824,1.386719,23.074118,-1.107422,-0.189697,1.372070,32.344707
1932,-1.147949,0.939697,1.379639,23.121176,-1.104004,-0.215088,1.370117,32.250587
1874,-1.145508,0.942871,1.385498,23.027060,-1.103271,-0.288818,1.374512,32.156471
1935,-1.142578,0.942139,1.390625,23.074118,-1.106689,-0.324951,1.377686,32.203529
2246,-1.144531,0.940186,1.389404,23.027060,-1.108887,-0.456055,1.376221,32.203529
1881,-1.144287,0.937012,1.384521,23.121176,-1.105713,-0.441650,1.365234,32.156471
2611,-1.145264,0.939209,1.379395,22.980000,-1.111084,-0.420654,1.368896,32.250587
1844,-1.145752,0.940918,1.389160,23.027060,-1.097168,-0.390137,1.374756,32.250587
2069,-1.142822,0.951660,1.389893,22.980000,-1.105469,-0.416016,1.379395,32.203529
1839,-1.149414,0.944824,1.386719,23.027060,-1.108398,-0.473389,1.375000,32.203529
2338,-1.147949,0.942627,1.379883,22.227058,-1.106201,-0.485596,1.370361,32.203529
1748,-1.146484,0.947021,1.380859,23.685883,-1.109619,-0.438965,1.375732,32.203529
2055,-1.143311,0.941650,1.381592,22.227058,-1.104736,-0.358643,1.377197,32.203529
1610,-1.137695,0.925781,1.395996,23.027060,-1.104736,-0.440674,1.368408,32.203529
1996,-1.149170,0.946533,1.381592,23.074118,-1.110352,-0.466309,1.371826,32.250587
2046,-1.143799,0.940674,1.385986,23.121176,-1.106201,-0.489258,1.371826,32.250587
1862,-1.140381,0.941162,1.385742,23.027060,-1.102783,-0.524902,1.369629,32.297646
2517,-1.147461,0.941406,1.384277,23.685883,-1.106201,-0.546143,1.384277,32.250587
1834,-1.140137,0.948975,1.384033,23.027060,-1.106445,-0.365967,1.376221,32.297646
2022,-1.146973,0.938965,1.382324,23.074118,-1.109863,-0.507812,1.373291,32.344707
2067,-1.141113,0.935547,1.385742,22.227058,-1.103516,-0.388184,1.369385,32.250587
1827,-1.148438,0.941406,1.378662,22.980000,-1.110107,-0.539307,1.385498,32.297646
1861,-1.149902,0.937744,1.406250,23.027060,-1.107666,-0.483887,1.373779,32.250587
1950,-1.143066,0.945557,1.392090,23.074118,-1.104980,-0.663330,1.376953,32.250587
1977,-1.144775,0.939209,1.382812,23.027060,-1.110352,-0.498291,1.379639,32.250587
1840,-1.146973,0.948486,1.375244,23.685883,-1.106689,-0.519775,1.370605,32.297646
2263,-1.157715,0.945801,1.384521,22.980000,-1.106445,-0.508057,1.376953,32.297646
1846,-1.138428,0.940674,1.383301,23.685883,-1.111816,-0.449463,1.373535,32.203529
1932,-1.145508,0.944092,1.385742,22.980000,-1.111816,-0.574219,1.375732,32.344707
2595,-1.144775,0.933594,1.383301,23.074118,-1.103760,-0.583984,1.375732,32.297646
1975,-1.140625,0.938965,1.382324,22.980000,-1.110352,-0.501221,1.384033,32.297646
2433,-1.145264,0.938477,1.385742,23.027060,-1.108643,-0.551270,1.368652,32.203529
1866,-1.150879,0.939209,1.386230,23.074118,-1.110352,-0.567139,1.370850,32.344707
2434,-1.144775,0.935547,1.383301,23.074118,-1.115723,-0.651611,1.371338,32.250587
1900,-1.150146,0.945801,1.384277,23.074118,-1.109375,-0.559570,1.381348,32.391766
2677,-1.144287,0.940918,1.388672,22.980000,-1.115234,-0.460938,1.376465,32.297646
1850,-1.145996,0.941162,1.380859,22.980000,-1.113770,-0.470703,1.373535,32.344707
2088,-1.146240,0.936035,1.387695,23.074118,-1.107910,-0.549072,1.370117,32.344707
1856,-1.142090,0.938721,1.390381,23.027060,-1.104980,-0.439209,1.374512,32.297646
2311,-1.145264,0.935547,1.387451,23.168236,-1.109863,-0.643311,1.371826,32.438824
1856,-1.144043,0.936768,1.387207,23.027060,-1.112793,-0.553955,1.364258,32.391766
1900,-1.144043,0.945801,1.388428,23.685883,-1.124512,-0.468506,1.374023,32.344707
2374,-1.139160,0.942139,1.386475,23.027060,-1.098633,-0.352539,1.366211,32.297646
1942,-1.143311,0.937500,1.385498,23.074118,-1.105713,-0.471680,1.374756,32.438824
1892,-1.144043,0.938477,1.387939,23.027060,-1.104492,-0.599609,1.367188,32.344707
1903,-1.145020,0.938721,1.380127,23.074118,-1.108643,-0.425293,1.382568,32.391766
2042,-1.142822,0.942383,1.395508,23.074118,-1.107666,-0.444092,1.372559,32.391766
1971,-1.140381,0.941895,1.386963,23.027060,-1.095459,-0.391602,1.370117,32.438824
2634,-1.145996,0.941406,1.386230,23.027060,-1.110840,-0.479492,1.364502,32.391766
1971,-1.149658,0.940674,1.383545,23.027060,-1.107666,-0.435791,1.375488,32.344707
2708,-1.140625,0.936035,1.389893,23.027060,-1.113525,-0.485596,1.384277,32.438824
1876,-1.148193,0.940918,1.376465,22.980000,-1.095459,-0.419189,1.368164,32.391766
2117,-1.148926,0.937500,1.386963,22.980000,-1.109619,-0.373291,1.367188,32.391766
1881,-1.145996,0.935303,1.394287,23.685883,-1.104736,-0.277344,1.374268,32.391766
1891,-1.143555,0.936523,1.394043,22.227058,-1.111572,-0.439209,1.369873,32.297646
1904,-1.146973,0.935547,1.384521,23.027060,-1.109863,-0.312012,1.370117,32.391766
1882,-1.152588,0.939453,1.386963,23.074118,-1.114990,-0.260254,1.358154,32.391766
2184,-1.146729,0.936279,1.386963,23.074118,-1.109619,-0.340088,1.374756,32.391766
11055,-1.140137,0.937988,1.385254,23.074118,-1.102051,-0.327881,1.374268,32.485882
1851,-1.148193,0.944336,1.382812,22.227058,-1.109619,-0.348633,1.375000,32.391766
1945,-1.142578,0.945068,1.387939,23.074118,-1.107178,-0.351074,1.361816,32.344707
1960,-1.140625,0.941406,1.387695,23.027060,-1.102051,-0.401123,1.371338,32.438824
1830,-1.148926,0.943115,1.388184,23.074118,-1.110840,-0.436035,1.378906,32.297646
2040,-1.150146,0.942871,1.380615,23.027060,-1.113770,-0.394531,1.375488,32.485882
1882,-1.143311,0.940918,1.380127,23.074118,-1.105957,-0.430420,1.375244,32.438824
2087,-1.147949,0.941162,1.391846,23.074118,-1.107666,-0.516846,1.375000,32.438824
1847,-1.145752,0.945801,1.384033,23.074118,-1.108643,-0.407715,1.385254,32.438824
1846,-1.139648,0.944336,1.391602,22.980000,-1.094482,-0.439453,1.379883,32.344707
1831,-1.146240,0.927002,1.390625,23.074118,-1.109375,-0.469238,1.377686,32.485882
2567,-1.145508,0.944336,1.387695,23.027060,-1.109375,-0.507568,1.373291,32.391766
1870,-1.145020,0.938477,1.382812,22.980000,-1.111084,-0.680420,1.372559,32.344707
2735,-1.143555,0.946045,1.381836,22.980000,-1.105225,-0.637939,1.375977,32.438824
1843,-1.142334,0.938232,1.376953,22.980000,-1.110840,-0.361816,1.379639,32.438824
2162,-1.143555,0.939941,1.375977,23.074118,-1.112061,-0.531006,1.371338,32.438824
1821,-1.142822,0.939941,1.386719,23.027060,-1.107178,-0.418457,1.376465,32.391766
2193,-1.144775,0.937500,1.400391,23.121176,-1.109375,-0.466553,1.374268,32.580002
1850,-1.144531,0.939209,1.390137,23.074118,-1.109131,-0.473633,1.375977,32.438824
1986,-1.146240,0.937012,1.396484,23.074118,-1.109619,-0.516602,1.374023,32.438824
1770,-1.144775,0.937744,1.383789,23.027060,-1.105469,-0.421387,1.379639,32.438824
1882,-1.146484,0.936768,1.386719,22.980000,-1.111816,-0.537354,1.379883,32.438824
2058,-1.144531,0.939209,1.384033,23.074118,-1.110107,-0.384277,1.382568,32.438824
2004,-1.146729,0.936768,1.378418,23.685883,-1.113770,-0.288818,1.372070,32.438824
2178,-1.142578,0.938477,1.388184,23.121176,-1.110352,-0.394531,1.372559,32.438824
1896,-1.148193,0.952637,1.382324,22.980000,-1.105469,-0.431396,1.374756,32.438824
1912,-1.143311,0.937744,1.386963,23.027060,-1.107666,-0.151123,1.376221,32.344707
1906,-1.142578,0.941895,1.392578,23.121176,-1.095947,-0.414795,1.369141,32.438824
1907,-1.149414,0.942871,1.385986,23.685883,-1.110596,-0.393555,1.366455,32.485882
2624,-1.148193,0.941162,1.386719,23.027060,-1.113770,-0.252686,1.371826,32.532940
1825,-1.144287,0.938721,1.389404,23.027060,-1.109375,-0.149902,1.384521,32.532940
2418,-1.140625,0.936279,1.382568,23.121176,-1.105957,-0.441895,1.377197,32.532940
9518,-1.145752,0.934570,1.389893,23.074118,-1.106934,-0.134766,1.377930,32.438824
1909,-1.142822,0.941650,1.387207,23.074118,-1.109619,-0.416504,1.374023,32.485882
1858,-1.145020,0.941650,1.382812,23.074118,-1.112305,-0.555908,1.379395,32.438824
2392,-1.150635,0.937500,1.386230,23.074118,-1.104980,-0.599365,1.374512,32.391766
1944,-1.141846,0.936279,1.389893,23.121176,-1.101318,-0.550049,1.373047,32.485882
2106,-1.141846,0.941895,1.382812,23.074118,-1.108154,-0.636230,1.378906,32.438824
1825,-1.141113,0.939697,1.387939,23.074118,-1.104004,-0.570801,1.375977,32.485882
3499,-1.143555,0.947021,1.383057,22.980000,-1.113525,-0.439941,1.380371,32.485882
1851,-1.143311,0.924561,1.378662,23.027060,-1.111328,-0.448975,1.377686,32.391766
2830,-1.147461,0.937256,1.381348,22.227058,-1.113037,-0.611328,1.364990,32.485882
1998,-1.142334,0.937500,1.394287,23.027060,-1.110352,-0.467773,1.366455,32.438824
1932,-1.154785,0.942139,1.384277,23.027060,-1.112305,-0.509277,1.381104,32.485882
2791,-1.147705,0.940674,1.389893,23.074118,-1.109863,-0.461914,1.373535,32.485882
2916,-1.140625,0.941895,1.387939,23.074118,-1.114014,-0.458252,1.374512,32.627060
5118,-1.144775,0.939697,1.388184,23.074118,-1.106201,-0.422363,1.371826,32.532940
2007,-1.143066,0.935547,1.379150,23.027060,-1.106934,-0.552734,1.378662,32.532940
1884,-1.146729,0.945801,1.380127,23.027060,-1.103760,-0.422852,1.387207,32.485882
1631,-1.149414,0.941406,1.379150,23.074118,-1.107910,-0.542236,1.369873,32.580002
1681,-1.145752,0.940430,1.385254,23.074118,-1.104248,-0.606445,1.375977,32.532940
2480,-1.148438,0.943604,1.385254,23.074118,-1.107178,-0.441650,1.381592,32.532940
1522,-1.147949,0.946045,1.386963,22.980000,-1.109863,-0.453369,1.384033,32.580002
2578,-1.149170,0.943848,1.383057,23.685883,-1.105713,-0.375977,1.371826,32.532940
1973,-1.142090,0.940430,1.388672,22.980000,-1.110840,-0.342529,1.370117,32.627060
2074,-1.145508,0.931396,1.389404,23.027060,-1.113525,-0.076416,1.367920,32.580002
1872,-1.139160,0.941650,1.385498,23.121176,-1.109863,-0.351074,1.370361,32.627060
1923,-1.142090,0.936279,1.383301,22.980000,-1.111572,-0.451416,1.381348,32.532940
2517,-1.145264,0.938721,1.390137,23.074118,-1.113525,-0.363525,1.366943,32.485882
2371,-1.145508,0.938477,1.386475,23.027060,-1.107178,-0.368408,1.382812,32.532940
2232,-1.145508,0.945801,1.384033,23.027060,-1.112061,-0.424316,1.378174,32.580002
1976,-1.149170,0.945801,1.384277,23.027060,-1.117676,-0.491211,1.372070,32.532940
2233,-1.143799,0.945557,1.385742,22.980000,-1.113525,-0.640381,1.361816,32.485882
1889,-1.149658,0.947998,1.387695,23.027060,-1.106934,-0.550049,1.374023,32.485882
2576,-1.137939,0.943848,1.384277,23.027060,-1.117432,-0.492676,1.379883,32.532940
2174,-1.147217,0.943604,1.394287,23.074118,-1.094482,-0.585205,1.369629,32.532940
4159,-1.145996,0.944824,1.380615,22.980000,-1.114258,-0.732178,1.368652,32.627060
1857,-1.148193,0.941406,1.397217,22.980000,-1.116455,-0.496338,1.372559,32.532940
6316,-1.139893,0.939697,1.385742,23.027060,-1.114746,-0.321777,1.372803,32.627060
3643,-1.148438,0.941650,1.380859,23.121176,-1.120117,-0.428955,1.376465,32.580002
2742,-1.148193,0.943848,1.381348,23.121176,-1.107422,-0.460205,1.375732,32.580002
1890,-1.144531,0.940674,1.383789,23.074118,-1.107910,-0.399658,1.374268,32.532940
3185,-1.149658,0.939941,1.373291,22.980000,-1.110840,-0.452637,1.367188,32.674118
1845,-1.144287,0.940674,1.378906,23.121176,-1.109863,-0.279053,1.379395,32.580002
1998,-1.144775,0.941406,1.384766,23.027060,-1.117432,-0.299072,1.381348,32.674118
2092,-1.143311,0.939941,1.386963,23.027060,-1.110596,-0.351318,1.370117,32.532940
1905,-1.139893,0.938477,1.387207,23.121176,-1.105713,-0.364502,1.377197,32.532940
1894,-1.146973,0.940918,1.394287,23.121176,-1.114258,-0.264893,1.370117,32.532940
1835,-1.144043,0.945801,1.387451,23.027060,-1.124756,-0.350586,1.379395,32.532940
3004,-1.145264,0.944092,1.381348,23.074118,-1.105713,-0.496826,1.372314,32.627060
1972,-1.143799,0.927490,1.385986,22.980000,-1.110352,-0.475342,1.385254,32.532940
5503,-1.147949,0.942871,1.382568,22.227058,-1.114014,-0.500977,1.369629,32.580002
1908,-1.148193,0.936523,1.386230,23.027060,-1.093994,-0.483887,1.382324,32.438824
2475,-1.142090,0.940918,1.384521,23.074118,-1.107666,-0.549072,1.380615,32.580002
1894,-1.146973,0.943359,1.380615,23.027060,-1.108154,-0.391602,1.390137,32.674118
2984,-1.142090,0.941162,1.378662,23.074118,-1.112549,-0.397217,1.365723,32.580002
1901,-1.146729,0.938477,1.382324,23.121176,-1.115234,-0.349121,1.384521,32.627060
5653,-1.144775,0.943604,1.381104,23.074118,-1.113525,-0.312988,1.373535,32.627060
2815,-1.150391,0.940430,1.388428,22.980000,-1.105225,-0.411865,1.374023,32.532940
2514,-1.146973,0.943604,1.391113,23.074118,-1.106445,-0.331055,1.370850,32.580002
1910,-1.147705,0.944092,1.375977,23.027060,-1.104736,-0.442139,1.369629,32.580002
2045,-1.145020,0.943115,1.380859,23.074118,-1.104736,-0.368896,1.361084,32.674118
2223,-1.146729,0.947998,1.393311,23.027060,-1.110596,-0.438477,1.369873,32.674118
1992,-1.148193,0.939209,1.364990,22.980000,-1.106201,-0.526367,1.371094,32.532940
2287,-1.142822,0.938965,1.388916,23.074118,-1.110840,-0.444336,1.369873,32.627060
1833,-1.145020,0.933350,1.386230,22.980000,-1.111816,-0.316650,1.364746,32.674118
2513,-1.137207,0.934570,1.393311,23.074118,-1.102783,-0.341064,1.368408,32.627060
1927,-1.144775,0.941650,1.378174,23.027060,-1.105225,-0.279541,1.373779,32.485882
1999,-1.144287,0.938721,1.380859,23.027060,-1.110840,-0.412109,1.371338,32.721176
1919,-1.142334,0.943359,1.382812,22.980000,-1.108154,-0.332764,1.380859,32.627060
1977,-1.147705,0.947021,1.383545,23.027060,-1.111084,-0.252197,1.381104,32.674118
1927,-1.148193,0.937500,1.388428,22.980000,-1.112305,-0.442139,1.385498,32.674118
1945,-1.145508,0.922363,1.387695,22.227058,-1.110596,-0.375977,1.371094,32.674118
2056,-1.147217,0.945801,1.392822,23.685883,-1.107666,-0.448975,1.379639,32.627060
1852,-1.144287,0.939941,1.385010,22.980000,-1.112549,-0.398438,1.380371,32.627060
2104,-1.146729,0.946533,1.384766,22.980000,-1.109131,-0.447266,1.373047,33.474117
4903,-1.141846,0.935547,1.382568,23.027060,-1.123047,-0.362305,1.377441,32.674118
1991,-1.145996,0.941650,1.385254,23.027060,-1.098633,-0.336182,1.376709,32.674118
1893,-1.142822,0.942871,1.380371,22.227058,-1.108398,-0.485107,1.379150,32.674118
2010,-1.142334,0.941650,1.385010,22.980000,-1.110352,-0.357178,1.375732,32.627060
2797,-1.147217,0.943359,1.377686,23.027060,-1.110596,-0.332520,1.375488,32.674118
1841,-1.147949,0.937744,1.391113,23.121176,-1.113525,-0.313965,1.365234,32.674118
2006,-1.144287,0.945801,1.381592,22.980000,-1.113525,-0.336670,1.370117,32.580002
2079,-1.147949,0.938965,1.388184,22.980000,-1.110596,-0.319092,1.371582,32.627060
2215,-1.141357,0.939941,1.388184,23.121176,-1.115723,-0.323730,1.371338,32.580002
1848,-1.146484,0.943359,1.387451,23.121176,-1.124512,-0.460938,1.373779,33.474117
2110,-1.149658,0.939697,1.389648,22.227058,-1.109863,-0.382812,1.381836,32.627060
1881,-1.147217,0.935791,1.384521,23.027060,-1.094727,-0.268066,1.364746,32.721176
2029,-1.142090,0.937988,1.384033,23.121176,-1.111084,-0.315430,1.368896,32.721176
2298,-1.153320,0.940186,1.383057,23.121176,-1.106201,-0.493896,1.377686,33.474117
1843,-1.147949,0.939697,1.389160,23.074118,-1.112305,-0.364502,1.371338,32.674118
5634,-1.148193,0.936768,1.382324,23.027060,-1.109375,-0.241211,1.383789,32.721176
2775,-1.136230,0.937500,1.390869,23.027060,-1.109375,-0.321777,1.370605,32.015293
1871,-1.144043,0.940674,1.386230,22.980000,-1.111816,-0.480957,1.381836,32.721176
2005,-1.140625,0.940430,1.386230,23.074118,-1.115967,-0.541992,1.374512,32.721176
1864,-1.143555,0.938965,1.381592,23.121176,-1.115479,-0.602539,1.372559,32.015293
1858,-1.142090,0.941895,1.391113,23.027060,-1.114746,-0.347412,1.386230,32.721176
2316,-1.144043,0.943359,1.379150,22.885883,-1.110840,-0.569336,1.376953,33.474117
2155,-1.143311,0.943115,1.386963,23.074118,-1.114502,-0.498291,1.361084,32.721176
2632,-1.147705,0.943115,1.383789,22.980000,-1.111328,-0.435059,1.375488,32.627060
1960,-1.144043,0.951660,1.383057,23.121176,-1.107666,-0.413574,1.370850,32.768234
2621,-1.140381,0.939941,1.383789,23.027060,-1.112305,-0.414062,1.382324,32.721176
2301,-1.145508,0.944824,1.388184,23.074118,-1.110352,-0.270996,1.372559,32.674118
3076,-1.147217,0.945801,1.388428,23.074118,-1.112549,-0.315430,1.367432,32.674118
1873,-1.142578,0.939453,1.391602,23.121176,-1.108398,-0.445557,1.376465,32.674118
2578,-1.141113,0.939209,1.386230,23.074118,-1.110596,-0.431641,1.372314,32.674118
1832,-1.140869,0.926758,1.388672,23.074118,-1.104736,-0.443604,1.373047,32.627060
1987,-1.146484,0.946045,1.392822,22.980000,-1.111572,-0.621094,1.367676,32.768234
2467,-1.142090,0.938232,1.379150,23.074118,-1.109619,-0.332031,1.378174,32.674118
2250,-1.143311,0.939209,1.382080,23.074118,-1.108887,-0.341553,1.364502,33.474117
2420,-1.146240,0.939941,1.378906,23.074118,-1.110352,-0.505371,1.380371,32.721176
1870,-1.148682,0.942627,1.382568,23.027060,-1.107910,-0.566895,1.369141,32.768234
2726,-1.144531,0.937988,1.384277,23.074118,-1.107910,-0.601562,1.378418,32.674118
1859,-1.143799,0.934814,1.403564,23.027060,-1.106689,-0.682373,1.359619,32.721176
5350,-1.146729,0.941650,1.389404,23.121176,-1.109375,-0.554932,1.372803,32.674118
1561,-1.149658,0.940918,1.385742,23.074118,-1.106689,-0.541260,1.387207,32.721176
1611,-1.150879,0.936279,1.376221,23.027060,-1.111572,-0.581787,1.376221,32.768234
1935,-1.145996,0.939209,1.387451,23.027060,-1.105469,-0.614258,1.375244,32.674118
1938,-1.145752,0.937988,1.378662,23.027060,-1.112061,-0.536865,1.377441,32.721176
2248,-1.141113,0.938721,1.377197,23.027060,-1.104492,-0.591797,1.380371,32.862354
1870,-1.144531,0.939209,1.387695,22.980000,-1.112305,-0.694336,1.378662,32.721176
2348,-1.151123,0.937988,1.381836,23.074118,-1.109375,-0.668457,1.370117,32.768234
1838,-1.146484,0.944580,1.382812,22.980000,-1.114990,-0.501465,1.371094,32.721176
1894,-1.145752,0.940186,1.393555,23.027060,-1.110107,-0.515869,1.375977,32.627060
1832,-1.143066,0.932861,1.387695,23.027060,-1.113037,-0.584717,1.378906,33.474117
2132,-1.146729,0.939209,1.383789,22.932941,-1.112061,-0.486328,1.372070,32.674118
1861,-1.149658,0.942139,1.363281,23.074118,-1.121582,-0.656250,1.377197,32.862354
2521,-1.145752,0.941406,1.383789,23.027060,-1.107422,-0.573975,1.374756,32.768234
1817,-1.146240,0.937500,1.381592,23.074118,-1.103760,-0.387695,1.376953,32.721176
2131,-1.142090,0.941162,1.386475,23.074118,-1.118652,-0.582520,1.370850,32.815292
1868,-1.149658,0.947266,1.386230,22.980000,-1.110107,-0.356934,1.375000,32.815292
2306,-1.144043,0.940430,1.392334,23.074118,-1.103027,-0.416748,1.366211,33.474117
2011,-1.144287,0.942871,1.384521,23.074118,-1.110840,-0.360596,1.370361,32.674118
2089,-1.141846,0.941650,1.385254,23.074118,-1.115723,-0.642578,1.367676,32.721176
2133,-1.152100,0.936768,1.387695,23.074118,-1.107422,-0.481445,1.374268,32.815292
1949,-1.148438,0.939209,1.386963,23.074118,-1.122559,-0.425049,1.367432,32.674118
1947,-1.144287,0.937012,1.390137,23.027060,-1.113281,-0.489746,1.376953,32.015293
1979,-1.145508,0.943848,1.387451,23.027060,-1.115479,-0.575928,1.372070,32.015293
1972,-1.144775,0.942139,1.389404,23.074118,-1.117188,-0.622070,1.379883,32.815292
1924,-1.143311,0.941895,1.383789,23.027060,-1.111816,-0.590332,1.369873,32.015293
7296,-1.148193,0.939941,1.375977,22.980000,-1.113037,-0.423096,1.372803,32.768234
2026,-1.146973,0.941406,1.388916,23.074118,-1.117920,-0.531250,1.369629,32.015293
2866,-1.143311,0.938477,1.383301,23.074118,-1.109863,-0.634521,1.369141,32.721176
1578,-1.139648,0.940186,1.387451,23.121176,-1.111328,-0.531006,1.371094,32.862354
1829,-1.143311,0.943115,1.376709,22.980000,-1.112549,-0.571533,1.365479,32.721176
1883,-1.141113,0.935547,1.399658,23.027060,-1.113525,-0.344727,1.375732,32.015293
2258,-1.147949,0.938965,1.380859,23.074118,-1.111572,-0.336914,1.377197,32.015293
1884,-1.149414,0.945068,1.388916,23.027060,-1.109375,-0.477295,1.374512,32.815292
12563,-1.144287,0.934082,1.383301,23.074118,-1.110840,-0.442627,1.374023,32.862354
2018,-1.142822,0.942871,1.384033,22.980000,-1.115723,-0.517578,1.372070,32.768234
1680,-1.143066,0.942627,1.383057,23.074118,-1.109131,-0.521484,1.388184,32.909412
4195,-1.145752,0.937988,1.388184,23.027060,-1.108887,-0.390869,1.375000,32.768234
2882,-1.155518,0.936035,1.375977,23.121176,-1.111816,-0.552490,1.378174,32.768234
1843,-1.147949,0.945801,1.385742,23.074118,-1.115479,-0.649414,1.372314,32.862354
2507,-1.143555,0.938965,1.386230,23.074118,-1.114746,-0.615967,1.373291,32.815292
1823,-1.145020,0.934570,1.380371,22.980000,-1.107422,-0.604736,1.369385,32.909412
2748,-1.145020,0.941406,1.391113,22.980000,-1.114990,-0.414307,1.364990,32.721176
1923,-1.141846,0.938477,1.376953,22.980000,-1.113770,-0.347900,1.369873,32.815292
3007,-1.141602,0.945557,1.386963,23.074118,-1.110840,-0.187500,1.375488,32.862354
1876,-1.150146,0.940674,1.380127,22.227058,-1.109863,-0.352295,1.375244,32.815292
3061,-1.151123,0.941895,1.380127,23.121176,-1.110352,-0.291016,1.368408,32.721176
1896,-1.141846,0.943359,1.384766,23.074118,-1.094482,-0.323730,1.377441,32.815292
2043,-1.141357,0.935791,1.388184,23.685883,-1.109131,-0.316895,1.385986,32.862354
3197,-1.148682,0.936768,1.385254,23.121176,-1.094727,-0.309082,1.369873,32.862354
1904,-1.148438,0.948975,1.385498,23.074118,-1.113770,-0.393066,1.373535,32.768234
1923,-1.140137,0.944092,1.382080,23.121176,-1.104736,-0.248291,1.376465,32.909412
1847,-1.141846,0.939453,1.382080,22.980000,-1.112305,-0.421143,1.373535,32.768234
2313,-1.145264,0.944336,1.377930,23.074118,-1.114014,-0.527588,1.361084,32.862354
2385,-1.141357,0.936768,1.383057,22.980000,-1.105957,-0.406250,1.369141,32.815292
1906,-1.141357,0.942383,1.390625,23.027060,-1.107666,-0.468750,1.366699,32.815292
1937,-1.149414,0.942871,1.388184,23.685883,-1.113525,-0.520020,1.374268,32.815292
1955,-1.147949,0.936523,1.385742,23.121176,-1.112549,-0.582764,1.374268,32.862354
2334,-1.143799,0.943359,1.382324,22.980000,-1.110596,-0.466797,1.376221,32.815292
2411,-1.142090,0.923828,1.377930,23.074118,-1.107910,-0.495361,1.373047,32.956470
1868,-1.149902,0.943604,1.383057,23.027060,-1.108643,-0.502441,1.375732,32.862354
2350,-1.145020,0.943604,1.382080,23.121176,-1.110840,-0.395264,1.373535,32.815292
1848,-1.141357,0.940918,1.388184,22.980000,-1.100098,-0.557861,1.373047,32.815292
2394,-1.136719,0.945557,1.377197,23.121176,-1.112061,-0.476318,1.378174,32.815292
1862,-1.151123,0.939941,1.385010,23.074118,-1.116211,-0.446289,1.379150,32.815292
2578,-1.145508,0.940430,1.390625,23.027060,-1.107178,-0.524414,1.385986,32.862354
1876,-1.146729,0.943604,1.392334,23.074118,-1.124023,-0.433350,1.370850,33.474117
1972,-1.151367,0.939209,1.382812,23.121176,-1.114990,-0.413574,1.374268,32.862354
1875,-1.143066,0.934814,1.388428,22.980000,-1.110840,-0.271973,1.375488,32.862354
1939,-1.140869,0.942627,1.385010,23.027060,-1.108154,-0.355713,1.379150,32.815292
